145.6,3837,1
145.6,3837,1
145.6,3837,1
117.8,3628,1
121,3650,0
121,3650,1
121,3650,0
156,3923,1
156,3923,1
165.7,4006,1
165.7,4006,1
165.7,4006,1
165.7,4006,1
185,4178,1
185,4178,1
185,4178,1
185,4178,1
173.9,4078,1
173.9,4078,1
173.9,4078,1
133.4,3742,1
133.4,3742,1
133.4,3742,1
133.4,3742,0
154.5,3910,0
154.5,3910,1
154.5,3910,1
154.5,3910,1
154.5,3910,1
183.4,4166,0
183.4,4166,0
183.4,4166,0
183.4,4166,0
183.4,4000,1
183.4,4000,1
183.4,4000,1
183.4,4100,1
183.4,4100,0
183.4,4100,1
183.4,4050,1
183.4,4050,1
183.4,4050,1
182.3,4155,1
182.3,4155,1
182.3,4100,0
182.3,4155,1
182.3,4050,0
182.3,4000,1
182.3,4000,1
182.3,4000,1
200.5,4332,1
200.5,4332,1
200.5,4332,0
200.5,4200,1
200.5,4200,1
200.5,4250,1
200.5,4250,1
219.8,4530,1
219.8,4530,0
219.8,4530,1
219.8,4530,1
219.8,4450,0
219.8,4450,1
225,4587,1
158,3940,0
158,3940,0
158.6,3945,0
158.6,3750,0
158.6,3750,1
158.6,3700,1
158.6,3700,1
158.6,3700,1
159.7,3700,1
140,3650,1
140,3650,1
149.2,3700,1
149.2,3700,1
149.2,3700,1
170.2,3900,1
170.2,3800,1
170.2,3800,1
194,4100,1
194,4100,1
174,3900,1
174,3900,1
165.5,3770,1
165.5,3770,1
178.6,3950,0
178.6,4000,1
182,4000,1
182,4100,1
