Velocity (RPM) - Plot 0	Voltage - Plot 0
793.359	1.64487
793.652	1.64487
793.652	1.64487
795.117	1.64487
795.117	1.64487
793.359	1.64487
793.359	1.64487
790.723	1.64487
790.723	1.64487
791.895	1.64487
791.895	1.64487
791.895	1.64487
791.895	1.64487
792.187	1.64487
792.187	1.64487
793.359	1.64487
793.359	1.64487
790.43	1.64487
790.43	1.64487
792.773	1.64487
792.773	1.64487
793.652	1.64487
793.652	1.64487
792.187	1.64487
792.187	1.64487
795.996	1.64487
795.996	2.05029
841.699	2.05029
841.699	2.05029
841.699	2.05029
949.512	2.05029
949.512	2.05029
961.523	2.03299
961.523	2.03299
969.727	1.97556
969.727	1.97556
978.223	1.97556
978.223	1.97556
982.324	1.97556
982.324	1.97556
992.578	1.97556
992.578	1.97556
993.75	1.97556
993.75	1.97556
997.266	1.97556
997.266	1.97556
997.266	1.97556
999.023	1.97556
999.023	1.97556
1003.42	1.97556
1003.42	1.97556
1002.54	1.97556
1002.54	1.97556
1001.66	1.97556
1001.66	1.97556
1002.54	1.97556
1002.54	1.97556
1003.12	1.97556
1003.12	1.97556
1004.88	1.97556
1004.88	1.97556
1004	1.97556
1004	1.97556
1002.25	1.97556
1002.25	1.97556
1000.78	1.97556
1000.78	1.97556
1000.78	1.97556
999.316	1.97556
999.316	1.97556
1005.76	1.97556
1005.76	1.97556
1004.88	1.97556
1004.88	1.97556
1005.18	1.97556
1005.18	1.97556
1004.3	1.97556
1004.3	1.97556
1001.37	1.97556
1001.37	1.97556
1004.88	1.97556
1004.88	1.97556
1002.83	1.97556
1002.83	1.97556
1003.71	1.97556
1003.71	1.97556
1003.71	1.97556
1003.71	1.97556
1002.83	1.98397
1002.83	1.98397
1005.18	1.98397
1005.18	1.98397
1002.25	1.98397
1002.25	1.98397
1002.25	1.98397
1002.25	1.98397
1003.42	1.97556
1003.42	1.97556
1002.83	1.97556
1002.83	1.97556
1004	1.97556
1004	1.97556
1003.71	1.97556
1003.71	1.97556
1002.25	1.97556
1002.25	1.97556
1001.66	1.97556
1001.66	1.97556
1000.49	1.97556
1000.49	1.97556
1005.76	1.97556
1005.76	1.97556
1004.3	1.97556
1004.3	1.97556
1047.66	4.70919
1047.66	4.70919
1344.14	4.70919
1344.14	4.70919
1912.5	4.70919
1912.5	4.70919
1959.67	4.70919
1959.67	4.70919
1977.54	3.85924
1977.54	3.85924
1981.35	3.85924
1981.35	3.85924
1983.11	3.85924
1983.11	3.85924
1984.57	3.87566
1984.57	3.87566
1983.98	3.87566
1983.98	3.87566
1984.57	3.87566
1984.57	3.87566
1985.45	3.87566
1985.45	3.87566
1985.45	3.87566
1985.45	3.87566
1984.86	3.86413
1984.86	3.86413
1985.74	3.86413
1985.74	3.86413
1984.86	3.86413
1984.86	3.86413
1986.62	3.86413
1986.62	3.86413
1985.45	3.87566
1985.45	3.87566
1982.81	3.87566
1982.81	3.87566
1985.16	3.87566
1985.16	3.87566
1981.93	3.87566
1981.93	3.87566
1986.04	3.87566
1986.04	3.87566
1986.62	3.87566
1986.62	3.87566
1982.81	3.87566
1982.81	3.87566
1986.04	3.87566
1986.04	3.87566
1984.28	3.87566
1984.28	3.87566
1985.16	3.87566
1985.16	3.87566
1985.74	3.87566
1985.74	3.87566
1984.86	3.87566
1984.86	3.87566
1986.04	3.86413
1986.04	3.86413
1983.98	3.86413
1983.98	3.86413
1984.86	3.86413
1984.86	3.86413
1985.16	3.86413
1985.16	3.86413
1984.57	3.87566
1984.57	3.87566
1983.4	3.87566
1983.4	3.87566
1986.33	3.87566
1986.33	3.87566
1986.04	3.87566
1986.04	3.87566
1983.69	3.87566
1983.69	3.87566
1986.62	3.87566
1986.62	3.87566
1984.28	3.87566
1984.28	3.87566
1986.62	3.87566
1986.62	3.87566
1986.62	3.87566
1986.62	3.87566
1984.86	3.87566
1984.86	3.87566
1986.33	3.87566
1986.33	3.87566
1983.69	3.87566
1983.69	3.87566
1986.04	3.87566
1986.04	3.87566
1985.74	3.87566
1985.74	3.87566
1983.11	3.87566
1983.11	3.87566
1986.62	3.87566
1986.62	3.87566
1984.28	3.87566
1984.28	3.87566
1985.74	3.87566
1985.74	3.87566
1987.79	3.87566
1987.79	3.87566
1986.62	3.87566
1986.62	3.87566
1986.62	3.87566
1986.62	3.87566
1986.62	3.87566
1986.33	3.87566
1986.33	3.87566
1986.62	3.87566
1986.62	3.87566
1985.74	3.87566
1985.74	3.87566
1985.45	3.87566
1985.45	3.87566
1984.86	3.87566
1984.86	3.87566
1986.33	3.87566
1986.33	3.87566
1986.04	3.87566
1986.04	3.87566
1986.91	3.87566
1986.91	3.87566
1986.33	3.87566
1986.33	3.87566
1984.28	3.87566
1984.28	3.87566
1987.21	3.87566
1987.21	3.87566
1986.33	3.87566
1986.33	3.87566
1986.04	3.87566
1986.04	3.87566
1986.33	3.87566
1986.33	3.87566
1984.86	3.87566
1984.86	3.87566
1987.21	3.87566
1987.21	3.87566
1987.5	3.87566
1987.5	3.87566
1986.91	3.87566
1986.91	3.87566
1987.79	3.87566
1987.79	3.87566
1985.16	3.87566
1985.16	3.87566
1986.33	3.87566
1986.33	3.87566
1986.91	3.87566
1986.91	3.87566
1986.91	3.87566
1986.91	3.87566
1986.91	3.87566
1986.91	3.87566
1986.04	3.87566
1986.04	3.87566
1986.33	3.87566
1986.33	3.87566
1987.5	3.87566
1987.5	3.87566
1987.79	3.87566
1987.79	3.87566
1986.91	3.87566
1986.91	3.87566
1986.91	3.87566
1988.67	3.87566
1988.67	3.87566
1986.62	3.87566
1986.62	3.87566
1988.38	3.87566
1988.38	3.87566
1988.38	3.87566
1985.45	3.87566
1985.45	3.87566
1988.67	3.87566
1988.67	3.87566
1988.38	3.87566
1988.38	3.87566
1985.45	3.87566
1985.45	3.87566
1988.09	3.87566
1988.09	3.87566
1984.57	3.87566
1984.57	3.9218
2001.56	3.9218
2001.56	3.9218
2200.2	3.9218
2200.2	3.9218
2568.16	3.9218
2828.03	3.82209
2828.03	3.82209
2828.03	5.65445
2936.13	5.65445
2936.13	5.65445
2939.65	5.65445
2939.65	5.65445
2938.77	5.65445
2938.77	5.70362
2936.13	5.70362
2936.13	5.68094
2937.01	5.68094
2937.01	5.68094
2938.18	5.68094
2938.18	5.68094
2938.18	5.68094
2938.18	5.68094
2939.06	5.68094
2939.06	5.69228
2938.48	5.69228
2938.48	5.69228
2937.89	5.69228
2937.89	5.69228
2936.72	5.69228
2936.72	5.71681
2936.43	5.71681
2936.43	5.71681
2937.3	5.71681
2937.3	5.71681
2937.3	5.71681
2937.3	5.71681
2937.6	5.71681
2937.6	5.71681
2937.89	5.71681
2937.89	5.71681
2938.77	5.71681
2938.77	5.71681
2938.18	5.71681
2938.18	5.71681
2938.77	5.71681
2938.77	5.71681
2939.06	5.71681
2939.06	5.7282
2938.48	5.7282
2938.48	5.7282
2938.48	5.7282
2938.48	5.7282
2950.78	5.7282
2950.78	4.59731
3110.74	4.59731
3110.74	6.91882
3740.92	6.91882
3740.92	6.91882
3740.92	6.91882
3874.22	6.91882
3874.22	6.91882
3900	8.50978
3900	8.50978
3890.33	7.54301
3890.33	7.54301
3883.01	7.54301
3883.01	7.54301
3883.01	7.54301
3885.94	7.54301
3885.94	7.51022
3884.18	7.51022
3884.18	7.52141
3880.66	7.52141
3880.66	7.52141
3884.18	7.52141
3884.18	7.52141
3884.18	7.52141
3885.35	7.52141
3885.35	7.52141
3883.59	7.51022
3883.59	7.51022
3883.89	7.51022
3883.89	7.51022
3885.94	7.51022
3885.94	7.51022
3884.47	7.54301
3884.47	7.54301
3882.71	7.54301
3882.71	7.54301
3886.52	7.54301
3886.52	7.54301
3884.47	7.54301
3884.47	7.54301
3882.13	7.51022
3882.13	7.51022
3884.47	7.51022
3884.47	7.51022
3887.99	7.51022
3887.99	7.51022
3883.59	7.51022
3883.59	7.51022
3884.18	7.51022
3884.18	7.51022
3886.52	7.51022
3886.52	7.51022
3887.11	7.51022
3887.11	7.51022
3883.89	7.51022
3883.89	7.51022
3884.18	7.51022
3884.18	7.51022
3887.99	7.51022
3887.99	7.51022
3822.07	7.51022
3822.07	7.51022
3563.67	7.51022
3563.67	7.51022
3227.93	7.90376
3227.93	7.90376
2944.34	5.87776
2944.34	5.87776
2926.76	5.87776
2926.76	5.87776
2935.55	5.87776
2935.55	5.87776
2942.58	5.68265
2942.58	5.68265
2944.04	5.70543
2944.04	5.70543
2944.34	5.70543
2944.34	5.70543
2944.04	5.70543
2944.04	5.70543
2945.51	5.70543
2945.51	5.70543
2944.34	5.69404
2944.34	5.69404
2943.46	5.69404
2943.46	5.69404
2942.87	5.69404
2942.87	5.69404
2941.99	5.69404
2941.99	5.69404
2942.58	5.70543
2942.58	5.70543
2942.58	5.70543
2942.58	5.70543
2942.87	5.70543
2942.87	5.70543
2943.75	5.70543
2943.75	5.70543
2944.04	5.70543
2944.04	5.70543
2941.7	5.70543
2941.7	5.70543
2941.11	5.70543
2941.11	5.70543
2940.23	5.68094
2940.23	5.68094
2941.99	5.69228
2941.99	5.69228
2942.87	5.69228
2942.87	5.69228
2940.82	5.69228
2940.82	5.69228
2939.36	5.71681
2939.36	5.71681
2926.46	3.4392
2926.46	3.4392
2419.63	3.4392
2419.63	3.4392
2137.21	3.4392
2137.21	3.4392
2019.73	3.48348
2019.73	3.48348
1986.04	3.86413
1986.04	3.86413
1987.5	3.86413
1987.5	3.86413
1991.02	3.86413
1991.02	3.86413
1993.95	3.86413
1993.95	3.86413
1993.36	3.86413
1993.36	3.86413
1992.48	3.86413
1992.48	3.86413
1992.48	3.86413
1991.6	3.86413
1991.6	3.86413
1993.36	3.86413
1993.36	3.86413
1993.65	3.86413
1993.65	3.86413
1993.36	3.86413
1993.36	3.86413
1994.24	3.86413
1994.24	3.86413
1992.77	3.86413
1992.77	3.86413
1993.65	3.86413
1993.65	3.86413
1993.07	3.86413
1993.07	3.86413
1992.19	3.86413
1992.19	3.86413
1993.65	3.86413
1993.65	3.86413
1991.02	3.86413
1991.02	3.86413
1994.53	3.86413
1994.53	3.86413
1994.53	3.86413
1994.53	3.86413
1950	3.86413
1950	1.83402
1689.26	1.83402
1689.26	1.83402
1327.73	1.83402
1327.73	1.83402
1327.73	1.83402
1078.42	1.82625
1078.42	1.82625
1058.79	2.04448
1058.79	2.04448
1057.62	2.04448
1057.62	2.04448
1059.08	2.04448
1059.08	2.04448
1057.32	2.04448
1057.32	2.04448
1057.91	2.04448
1057.91	2.04448
1058.5	2.04448
1058.5	2.04448
1057.62	2.04448
1057.62	2.04448
1056.74	2.04448
1056.74	2.04448
1057.03	2.04448
1057.03	2.04448
1057.62	2.04448
1057.62	2.04448
1056.15	2.04448
1056.15	2.04448
1054.69	2.04448
1054.69	2.04448
1056.15	2.04448
1056.15	2.04448
1057.03	2.04448
1057.03	2.04448
1055.86	2.04448
1055.86	2.04448
1055.86	2.04448
1055.86	2.04448
1057.32	2.04448
1057.32	2.04448
1053.81	2.04448
1053.81	2.04448
1053.22	2.04448
1053.22	2.04448
1056.74	2.04448
1056.74	2.04448
1056.74	2.04448
1057.32	2.04448
1057.32	2.04448
1052.64	2.04448
1052.64	2.04448
1053.81	2.04448
1053.81	2.04448
1054.1	2.04448
1054.1	2.04448
1052.64	2.04448
1052.64	2.04448
1032.13	2.04448
1032.13	2.04448
441.797	2.04448
441.797	2.13148
225.293	2.13148
225.293	0.215543
138.281	0.215543
138.281	0.215543
82.6172	0.215543
82.6172	0.215543
29.0039	0.215543
29.0039	0.216422
24.0234	0.216422
24.0234	0.216422
19.043	0.216422
19.043	0.216422
21.6797	0.216422
21.6797	0.216422
26.3672	0.216422
26.3672	0.216422
16.4062	0.216422
16.4062	0.216422
17.8711	0.216422
17.8711	0.216422
24.9023	0.216422
24.9023	0.216422
26.3672	0.216422
26.3672	0.216422
21.3867	0.216422
21.3867	0.216422
22.8516	0.216422
22.8516	0.216422
24.3164	0.216422
24.3164	0.216422
19.043	0.216422
19.043	0.216422
22.2656	0.216422
22.2656	0.216422
24.9023	0.216422
24.9023	0.216422
21.0937	0.216422
21.0937	0.216422
24.3164	0.216422
24.3164	0.216422
26.0742	0.216422
26.0742	0.216422
21.6797	0.216422
21.6797	0.216422
21.6797	0.216422
21.6797	0.216422
26.9531	0.216422
26.9531	0.216422
23.1445	0.216422
23.1445	0.216422
24.6094	0.216422
24.6094	0.216422
25.1953	0.216422
25.1953	0.216422
21.0937	0.216422
21.0937	0.216422
21.3867	0.216422
21.3867	0.216422
23.1445	0.216422
23.1445	0.216422
16.1133	0.216422
16.1133	0.216422
16.1133	0.216422
16.1133	0.216422
22.5586	0.216422
22.5586	0.216422
23.7305	0.216422
23.7305	0.216422
14.9414	0.216422
14.9414	0.216422
18.75	0.216422
18.75	0.216422
23.1445	0.216422
23.1445	0.216422
20.2148	0.216422
20.2148	0.216422
14.6484	0.216422
14.6484	0.216422
19.9219	0.216422
19.9219	0.216422
21.0937	0.216422
21.0937	0.216422
18.457	0.216422
18.457	0.216422
18.457	0.216422
16.9922	0.216422
16.9922	0.216422
21.3867	0.216422
21.3867	0.216422
20.8008	0.216422
20.8008	0.216422
16.6992	0.216422
16.6992	0.216422
19.6289	0.216422
19.6289	0.216422
21.6797	0.216422
21.6797	0.216422
17.2852	0.216422
17.2852	0.216422
14.6484	0.216422
14.6484	0.216422
16.1133	0.216422
16.1133	0.216422
21.0937	0.216422
21.0937	0.216422
17.8711	0.216422
17.8711	0.216422
16.1133	0.216422
16.1133	0.216422
20.8008	0.216422
20.8008	0.216422
23.1445	0.216422
23.1445	0.216422
15.2344	0.216422
15.2344	0.216422
14.9414	0.216422
14.9414	0.216422
21.6797	0.216422
21.6797	0.216422
24.6094	0.216422
24.6094	0.216422
20.2148	0.216422
20.2148	0.216422
22.8516	0.216422
22.8516	0.216422
22.8516	0.216422
24.3164	0.216422
24.3164	0.216422
24.9023	0.216422
24.9023	0.240469
29.2969	0.240469
29.2969	0.240469
29.5898	0.240469
29.5898	0.240469
30.7617	0.240469
30.7617	0.240469
33.9844	0.240469
33.9844	0.252493
39.5508	0.252493
39.5508	0.252493
39.8437	0.252493
39.8437	0.252493
41.6016	0.252493
41.6016	0.252493
43.6523	0.252493
43.6523	0.264516
44.2383	0.264516
44.2383	0.264516
47.7539	0.264516
47.7539	0.264516
50.9766	0.264516
50.9766	0.264516
51.2695	0.264516
51.2695	0.27654
52.4414	0.27654
52.4414	0.27654
52.4414	0.27654
52.1484	0.27654
52.1484	0.27654
55.3711	0.27654
55.3711	0.27654
56.543	0.288563
56.543	0.288563
59.4727	0.288563
59.4727	0.288563
62.6953	0.288563
62.6953	0.288563
63.2812	0.288563
63.2812	0.31261
65.332	0.31261
65.332	0.31261
68.5547	0.31261
68.5547	0.31261
69.7266	0.31261
69.7266	0.31261
71.7773	0.31261
71.7773	0.324633
72.9492	0.324633
72.9492	0.324633
72.9492	0.324633
72.9492	0.324633
75.5859	0.324633
75.5859	0.324633
76.7578	0.324633
76.7578	0.324633
76.7578	0.336657
76.7578	0.336657
78.8086	0.336657
78.8086	0.336657
79.9805	0.336657
79.9805	0.336657
86.4258	0.336657
86.4258	0.336657
89.6484	0.34868
89.6484	0.34868
91.1133	0.34868
91.1133	0.34868
91.9922	0.34868
91.9922	0.34868
93.1641	0.34868
93.1641	0.34868
95.2148	0.372727
95.2148	0.372727
100.488	0.372727
100.488	0.372727
99.6094	0.372727
99.6094	0.372727
97.8516	0.372727
97.8516	0.372727
99.0234	0.372727
99.0234	0.372727
99.6094	0.372727
99.6094	0.372727
105.469	0.372727
105.469	0.372727
108.105	0.372727
108.105	0.372727
109.277	0.396774
109.277	0.396774
111.035	0.396774
111.035	0.396774
113.086	0.396774
113.086	0.396774
116.016	0.396774
116.016	0.396774
115.723	0.408798
115.723	0.408798
115.137	0.408798
115.137	0.408798
115.43	0.408798
115.43	0.408798
119.238	0.408798
119.238	0.408798
124.805	0.432845
124.805	0.432845
127.441	0.432845
127.441	0.432845
130.078	0.432845
130.078	0.432845
131.543	0.432845
131.543	0.432845
133.008	0.432845
133.008	0.432845
131.25	0.432845
131.25	0.432845
134.473	0.432845
134.473	0.432845
136.23	0.432845
136.23	0.432845
134.766	0.456891
134.766	0.456891
137.988	0.456891
137.988	0.456891
141.504	0.456891
141.504	0.456891
143.848	0.456891
143.848	0.456891
146.191	0.468915
146.191	0.468915
148.828	0.468915
148.828	0.468915
150.879	0.468915
150.879	0.468915
151.758	0.468915
151.758	0.468915
152.344	0.492962
152.344	0.492962
153.809	0.492962
153.809	0.492962
154.98	0.492962
154.98	0.492962
156.445	0.492962
156.445	0.492962
159.375	0.492962
159.375	0.492962
160.547	0.492962
160.547	0.492962
161.719	0.492962
161.719	0.492962
164.941	0.492962
164.941	0.492962
167.285	0.517009
167.285	0.517009
167.871	0.517009
167.871	0.517009
171.387	0.517009
171.387	0.517009
173.437	0.517009
173.437	0.517009
174.902	0.529032
174.902	0.529032
176.66	0.529032
176.66	0.529032
176.367	0.529032
176.367	0.529032
176.367	0.529032
176.367	0.529032
176.367	0.529032
179.297	0.529032
179.297	0.529032
179.59	0.529032
179.59	0.529032
181.641	0.529032
181.641	0.529032
183.398	0.529032
183.398	0.553079
186.328	0.553079
186.328	0.553079
193.066	0.553079
193.066	0.553079
194.238	0.553079
194.238	0.553079
195.996	0.553079
195.996	0.577126
196.289	0.577126
196.289	0.577126
197.168	0.577126
197.168	0.577126
202.148	0.577126
202.148	0.577126
203.613	0.577126
203.613	0.58915
206.836	0.58915
206.836	0.58915
208.301	0.58915
208.301	0.58915
204.785	0.58915
204.785	0.58915
205.664	0.58915
205.664	0.58915
207.715	0.58915
207.715	0.58915
210.937	0.58915
210.937	0.58915
213.574	0.58915
213.574	0.58915
212.695	0.58915
212.695	0.613196
216.211	0.613196
216.211	0.613196
218.262	0.613196
218.262	0.613196
221.191	0.613196
221.191	0.613196
222.07	0.613196
222.07	0.62522
224.414	0.62522
224.414	0.62522
229.687	0.62522
229.687	0.62522
231.152	0.62522
231.152	0.62522
230.273	0.62522
230.273	0.649267
231.738	0.649267
231.738	0.649267
235.547	0.649267
235.547	0.649267
232.031	0.649267
232.031	0.649267
234.082	0.649267
234.082	0.649267
234.961	0.649267
234.961	0.649267
237.305	0.649267
237.305	0.649267
239.648	0.649267
239.648	0.649267
243.457	0.649267
243.457	0.673314
244.043	0.673314
244.043	0.673314
247.852	0.673314
247.852	0.673314
248.145	0.673314
248.145	0.673314
249.609	0.673314
249.609	0.685337
255.176	0.685337
255.176	0.685337
258.105	0.685337
258.105	0.685337
257.227	0.685337
257.227	0.685337
255.762	0.685337
255.762	0.697361
254.59	0.697361
254.59	0.697361
263.086	0.697361
263.086	0.697361
265.137	0.697361
265.137	0.697361
266.016	0.697361
266.016	0.709384
264.844	0.709384
264.844	0.709384
265.723	0.709384
265.723	0.709384
271.582	0.709384
271.582	0.709384
272.754	0.709384
272.754	0.733431
275.098	0.733431
275.098	0.733431
277.734	0.733431
277.734	0.733431
278.613	0.733431
278.613	0.733431
280.078	0.733431
280.078	0.745455
282.129	0.745455
282.129	0.745455
280.957	0.745455
280.957	0.745455
281.836	0.745455
281.836	0.745455
283.008	0.745455
283.008	0.757478
288.867	0.757478
288.867	0.757478
291.211	0.757478
291.211	0.757478
290.332	0.757478
290.332	0.757478
290.625	0.757478
290.625	0.769501
297.363	0.769501
297.363	0.769501
299.121	0.769501
299.121	0.769501
300.879	0.769501
300.879	0.769501
301.465	0.769501
301.465	0.793548
301.758	0.793548
301.758	0.793548
304.102	0.793548
304.102	0.793548
307.91	0.793548
307.91	0.793548
306.445	0.793548
306.445	0.805572
307.324	0.805572
307.324	0.805572
310.254	0.805572
310.254	0.805572
314.062	0.805572
314.062	0.805572
316.113	0.805572
316.113	0.817595
316.699	0.817595
316.699	0.817595
319.922	0.817595
319.922	0.817595
319.629	0.817595
319.629	0.817595
319.043	0.817595
319.043	0.829619
325.195	0.829619
325.195	0.829619
325.488	0.829619
325.488	0.829619
326.66	0.829619
326.66	0.829619
329.004	0.829619
329.004	0.829619
326.953	0.829619
326.953	0.829619
328.125	0.829619
328.125	0.829619
331.348	0.829619
331.348	0.829619
329.297	0.829619
329.297	0.829619
326.66	0.829619
326.66	0.829619
326.953	0.829619
326.953	0.829619
333.691	0.829619
333.691	0.826246
333.984	0.826246
333.984	0.850196
335.156	0.850196
335.156	0.850196
334.277	0.850196
334.277	0.850196
333.691	0.850196
333.691	0.853666
335.156	0.853666
335.156	0.841642
333.105	0.841642
333.105	0.841642
333.984	0.841642
333.984	0.841642
335.156	0.841642
335.156	0.841642
333.105	0.841642
333.105	0.841642
333.398	0.841642
333.398	0.841642
334.57	0.841642
334.57	0.841642
333.105	0.841642
333.105	0.838221
333.984	0.838221
333.984	0.850196
334.277	0.850196
334.277	0.850196
333.984	0.850196
333.984	0.850196
335.156	0.850196
335.156	0.850196
356.25	0.850196
356.25	1.01784
391.113	1.01784
391.113	1.01784
415.43	1.01784
415.43	1.01784
423.926	1.01784
423.926	1.01784
422.461	1.01784
422.461	1.01784
424.805	1.01784
424.805	1.01784
423.926	1.01784
423.926	1.01784
423.047	1.01784
423.047	0.984604
493.945	0.984604
493.945	1.20469
525.293	1.20469
525.293	1.20469
532.617	1.20469
532.617	1.20469
535.254	1.20469
535.254	1.21486
534.961	1.21486
534.961	1.39008
552.539	1.39008
552.539	1.39008
592.969	1.39008
592.969	1.39008
623.145	1.39008
623.145	1.39008
632.52	1.39008
632.52	1.40176
634.57	1.40176
634.57	1.40176
636.328	1.40176
636.328	1.40176
636.621	1.40176
636.621	1.3783
644.238	1.3783
644.238	1.57356
678.223	1.57356
678.223	1.57356
716.309	1.57356
716.309	1.57356
738.281	1.57356
738.281	1.58695
738.281	1.58695
743.262	1.77229
743.262	1.77229
782.52	1.77229
782.52	1.77229
817.676	1.77229
817.676	1.77229
832.031	1.76481
832.031	1.76481
841.699	1.76481
841.699	1.76481
846.973	1.76481
846.973	1.76481
880.078	1.76481
880.078	1.76481
914.648	1.75733
914.648	1.75733
931.641	1.92962
931.641	1.92962
941.895	1.92962
941.895	1.92962
948.926	1.92962
948.926	1.92962
985.254	1.92141
985.254	1.92141
1013.96	2.11584
1013.96	2.11584
1033.3	2.11584
1033.3	2.11584
1047.07	2.11584
1047.07	2.11584
1056.45	2.11584
1056.45	2.11584
1103.03	2.31026
1103.03	2.31026
1128.52	2.31026
1128.52	2.31026
1145.51	2.31026
1145.51	2.31026
1158.11	2.31026
1158.11	2.31026
1169.53	2.31026
1169.53	2.31026
1190.33	2.31026
1190.33	2.31026
1207.91	2.31026
1207.91	2.31026
1226.66	2.34976
1226.66	2.34976
1240.14	2.48935
1240.14	2.48935
1249.51	2.48935
1249.51	2.48935
1262.7	2.48935
1262.7	2.48935
1277.05	2.47889
1277.05	2.47889
1300.2	2.66422
1300.2	2.66422
1320.7	2.66422
1320.7	2.66422
1334.47	2.66422
1334.47	2.66422
1353.22	2.67546
1353.22	2.67546
1357.62	2.66383
1357.62	2.66383
1358.79	2.66383
1358.79	2.66383
1358.79	2.66383
1397.46	2.66383
1397.46	2.66383
1421.48	2.65264
1421.48	2.84956
1438.48	2.84956
1438.48	2.84956
1448.73	2.84956
1448.73	2.84956
1456.64	2.84956
1456.64	2.83754
1471.58	2.83754
1471.58	3.04516
1497.95	3.04516
1497.95	3.04516
1536.62	3.04516
1536.62	3.04516
1536.62	3.04516
1547.46	3.05806
1547.46	3.0349
1549.51	3.0349
1549.51	3.0349
1553.32	3.0349
1553.32	3.0349
1553.32	3.0349
1566.21	3.0349
1566.21	3.02209
1593.16	3.02209
1593.16	3.22972
1637.7	3.22972
1637.7	3.22972
1647.36	3.22972
1647.36	3.22972
1647.36	3.22972
1650.88	3.2434
1650.88	3.2434
1654.69	3.42874
1654.69	3.42874
1676.37	3.42874
1676.37	3.42874
1704.79	3.42874
1704.79	3.42874
1735.84	3.42874
1735.84	3.42874
1741.41	3.41716
1741.41	3.41716
1744.04	3.41716
1744.04	3.41716
1744.34	3.41716
1744.34	3.41716
1743.75	3.41716
1743.75	3.41716
1744.04	3.40557
1744.04	3.40557
1750.78	3.40557
1750.78	3.40557
1774.8	3.40557
1774.8	3.40557
1804.69	3.3912
1804.69	3.58729
1824.61	3.58729
1824.61	3.58729
1836.62	3.58729
1836.62	3.58729
1836.33	3.58729
1836.33	3.58729
1836.62	3.58729
1836.62	3.58729
1836.91	3.58729
1836.91	3.58729
1836.62	3.58729
1836.62	3.58729
1862.11	3.58729
1862.11	3.58729
1895.8	3.57209
1895.8	3.57209
1919.82	3.76735
1919.82	3.76735
1928.61	3.76735
1928.61	3.76735
1933.59	3.76735
1933.59	3.76735
1935.64	3.78338
1935.64	3.78338
1934.47	3.77185
1934.47	3.77185
1931.84	3.77185
1931.84	3.77185
1945.02	3.77185
1945.02	3.77185
1975.2	3.73988
1975.2	3.73988
2024.41	3.94575
2024.41	3.94575
2032.62	3.94575
2032.62	3.94575
2032.03	3.94575
2032.03	3.94575
2034.37	3.96261
2034.37	3.96261
2032.62	3.96261
2032.62	3.96261
2028.52	3.96261
2028.52	3.96261
2035.25	3.96261
2035.25	3.96261
2045.21	3.92889
2045.21	3.92889
2074.22	4.12248
2074.22	4.12248
2104.98	4.12248
2104.98	4.12248
2118.46	4.12248
2118.46	4.12248
2123.14	4.15787
2123.14	4.15787
2124.32	4.1349
2124.32	4.1349
2124.61	4.1349
2124.61	4.1349
2122.56	4.1349
2122.56	4.1349
2122.56	4.08211
2133.69	4.08211
2133.69	4.3089
2133.69	4.3089
2194.04	4.3089
2194.04	4.3089
2208.69	4.3089
2208.69	4.3089
2216.31	4.36461
2216.31	4.36461
2217.19	4.33016
2217.19	4.33016
2217.19	4.33016
2217.19	4.33016
2218.65	4.33016
2218.65	4.33016
2215.72	4.33016
2215.72	4.33016
2215.14	4.33016
2215.14	4.33016
2218.95	4.33016
2218.95	4.33016
2241.5	4.33016
2241.5	4.33016
2279	4.2933
2279	4.2933
2303.32	4.49829
2303.32	4.49829
2311.82	4.49829
2311.82	4.49829
2313.87	4.49829
2313.87	4.49829
2314.16	4.5369
2314.16	4.5369
2314.16	4.51393
2314.16	4.51393
2315.33	4.51393
2315.33	4.51393
2314.45	4.51393
2314.45	4.51393
2312.7	4.51393
2312.7	4.51393
2315.62	4.72067
2315.62	4.72067
2315.62	4.72067
2335.25	4.72067
2335.25	4.72067
2396.78	4.72067
2396.78	4.6805
2405.86	4.6805
2405.86	4.6805
2407.32	4.6805
2407.32	4.6805
2408.79	4.6805
2408.79	4.6805
2410.25	4.6805
2410.25	4.70059
2409.67	4.70059
2409.67	4.68915
2409.37	4.68915
2409.37	4.68915
2408.2	4.68915
2408.2	4.68915
2409.67	4.68915
2409.67	4.62903
2424.32	4.62903
2424.32	4.83226
2484.37	4.83226
2484.37	4.83226
2496.39	4.83226
2496.39	4.83226
2499.61	4.83226
2499.61	4.89501
2500.78	4.89501
2500.78	4.87214
2502.83	4.87214
2502.83	4.87214
2501.37	4.87214
2501.37	4.87214
2501.37	4.87214
2501.37	4.87214
2501.37	4.87214
2499.61	4.87214
2499.61	4.87214
2507.52	4.87214
2507.52	4.87214
2538.87	4.87214
2538.87	4.87214
2538.87	4.87214
2591.6	4.85132
2591.6	5.04492
2598.93	5.04492
2598.93	5.04492
2597.17	5.04492
2597.17	5.04492
2595.12	5.04492
2595.12	5.04492
2597.46	5.04492
2597.46	5.0563
2599.22	5.0563
2599.22	5.0563
2600.68	5.0563
2600.68	5.0563
2599.51	5.0563
2599.51	5.0563
2613.57	4.9912
2613.57	5.20479
2678.32	5.20479
2678.32	5.20479
2690.92	5.20479
2690.92	5.20479
2692.97	5.20479
2692.97	5.27268
2693.85	5.27268
2693.85	5.22713
