131.5,3581,0
168.7,3867,1
168.2,3862,1
139.2,3624,1
139.2,3624,1
202,4268,1
202,4268,0
161.6,3800,0
161.6,3800,1
160.5,3790,1
160.5,3790,0
160.5,3790,1
151.5,3720,1
151.5,3720,1
174.4,3926,1
174.4,3926,1
184.1,4024,1
184.1,4024,1
184.1,4024,1
192.5,4140,1
192.5,4140,1
192.5,4140,1
197.2,4200,1
197.2,4200,0
197.2,4200,1
148,3687,1
148,3687,0
148,3687,1
126.2,3554,1
126.2,3554,1
126.2,3554,1
126.2,3554,1
110.5,3495,1
110.5,3495,0
110.5,3495,1
110.5,3495,1
118.1,3520,0
118.1,3520,0
118.1,3520,0
129.3,3570,1
129.3,3570,1
114.9,3508,1
114.9,3508,0
114.9,3508,1
114.9,3508,0
114.9,3508,0
213.5,4439,1
213.5,4439,0
213.5,4439,1
213.5,4439,0
233.4,4769,1
233.4,4769,1
233.4,4769,1
233.4,4769,0
233.4,4769,1
